id,name,text
minds_eye,,
mindscaping,心灵重塑,结算下列中的1项:<ul><li>获得4[credit]并抽2张卡牌。将1张卡牌从总部加入到研发中心顶端。</li><li>造成X点网域伤害。X等于潜袭者的锁定标记数量（最多为3）。</li></ul>
minelayer,布雷者,[subroutine] 你可以从总部安装一层防火墙作为保护本服务器的最外层防火墙，忽略所有的安装费用。
mining_accident,,
miraju,,
mirror,镜子,"+2[mu]
每当你对研发中心进行一次成功的潜袭时，你可以重新放置1个已花费的再生信用点。
每位玩家限制1个<strong>控制台</strong>。"
mirrormorph_endless_iteration,幻镜所: 无尽迭代,在你的回合内，若你执行的第一、第二和第三个行动皆不相同，当第三个行动结算完毕时，你可以获得1[credit]或执行另外一个不同的行动，减少支付1[click]。
misdirection,错引,"[click], [click], X[credit]: 移除X枚锁定标记。"
miss_bones,,
mitosis,有丝分裂,"作为打出本事务的额外费用，花费[click]。
从总部安装最多2张卡牌，为其各创建一台新的远程服务器。在这些卡牌上各放置2枚推进指示物。你本回合不能将这些卡牌计分或激活。"
mkultra,MKUltra,"每当你遭遇一个<strong>警报</strong>时，你可以从你的堆阵安装MKUltra（支付其安装费用）。
3[credit]: 强度+2。如可能，破解最多2个<strong>警报</strong>子进程。"
mlinzi,,
mobius,,
modded,,
mongoose,猫鼬,"每次潜袭你不能使用猫鼬来破解多于一层防火墙上的子进程。
1[credit]: 破解最多2个<strong>警报</strong>子进程。
2[credit]: 强度+2。"
monkeywrench,活动扳手,"仅能安装在一层防火墙上。
被附载的防火墙的强度-2。所有其它保护本服务器的防火墙的强度-1。"
monolith,巨岩,"+3[mu]
当你安装巨岩时，从你的操控器安装最多三个程序，每个程序的安装费用减4[credit]。
<strong>从你的操控器销毁一个程序</strong>: 防止1点脑部伤害或网域伤害。
每位玩家限制1个<strong>控制台</strong>。"
moon_pool,月池,<strong>将本资产移出游戏:</strong> 从总部销毁最多2张卡牌。展示档案库中最多2张牌面朝下的卡牌，并将其洗入研发中心。每以此法展示1个议案，你可以放置1枚推进指示物到一张已安装的卡牌上。
morning_star,,
moshing,狂舞,"作为打出本事件的额外费用，从你的操控器销毁3张卡牌。
获得3[credit]并抽3张卡牌。"
mother_goddess,母神,"母神获得其它所有已激活防火墙的子类型。
[subroutine] 终止本次潜袭。"
motivation,动机,当你的回合开始时，你可以查看你存储栈顶端的一张卡牌。
mr_hendrik,亨德里克先生,当潜袭者读取已安装的本升级时，你可以花费2[credit]以造成1点核心伤害。如果潜袭者有剩余的[click]，其可以失去其所有[click]，以防止本伤害。
mr_li,,
mr_stone,斯通先生,每当潜袭者拿取1枚或更多的锁定标记时，造成1点肢体伤害。
mti_mwekundu_life_improved,,
mu_safecracker,静音金库破译机,"本硬件仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。
每当你对总部进行一次成功的潜袭时，你可以支付1[credit]。如果你如此做，当你侵入总部时，额外读取1张卡牌。
每当你对研发中心进行一次成功的潜袭时，你可以支付2[credit]。如果你如此做，当你侵入研发中心时，额外读取1张卡牌。"
muckraker,揭发者,"当你激活揭发者时，拿取1枚负面声誉标记。
[subroutine] <trace>追踪 1</trace> 如果成功，给予潜袭者1枚锁定标记。
[subroutine] <trace>追踪 2</trace> 如果成功，给予潜袭者1枚锁定标记。
[subroutine] <trace>追踪 3</trace> 如果成功，给予潜袭者1枚锁定标记。
[subroutine] 如果潜袭者被锁定，终止本次潜袭。"
muertos_gang_member,亡灵帮成员,"当你安装亡灵帮成员时，公司必须关闭一张卡牌。
当亡灵帮成员被卸载时，公司可以激活一张卡牌，忽略激活费用。
[trash]: 补一张卡牌。"
multithreader,多线程体,"2[recurring-credit]
这些信用点用于支付使用程序。"
mumba_temple,孟巴神庙,"如果你的牌组中有15张或更少的防火墙，本卡牌影响力为0。
2[recurring-credit]
这些信用点用于激活卡牌。"
mumbad_city_grid,孟巴德城际网阵,"每当潜袭者通过保护本服务器的一层防火墙时，你可以将该防火墙与保护本服务器的另一层防火墙互换。
每台服务器限制1个<strong>区域</strong>。"
mumbad_city_hall,孟巴德市政厅,[click]: 在研发中心搜寻一张<strong>联盟</strong>卡牌，将其展示，并打出或安装它（支付所有的费用）。将研发中心重洗。
mumbad_construction_co,孟巴德建设公司,"当你的回合开始时，放置1枚推进标记到孟巴德建设公司上。
2[credit]: 从孟巴德建设公司上转移1枚推进标记到一张面朝上的卡牌上。"
mumbad_virtual_tour,孟巴德虚拟之旅,"如果你的牌组中有7张或更多的资产，本卡牌影响力为0。
如果潜袭者读取已安装的孟巴德虚拟之旅，如可能，他/她必须销毁它。"
muresh_bodysuit,穆列什紧身衣,防止每回合的第一点肢体伤害。
musaazi,,
muse,缪斯,当你安装本程序时，在你的存储栈、堆阵或操控器搜寻1个非<strong>后台</strong>程序。<em>（在搜寻存储栈后将其洗混。）</em>如果该程序是<strong>木马</strong>，将其安装到一层防火墙上。否则，将其安装到本程序上。
museum_of_history,历史博物馆,"如果你的牌组中有50张或更多的卡牌，本卡牌影响力为0。
当你的回合开始时，你可以将一张卡牌从档案库洗入研发中心。
<errata>勘误自FAQ 3.1</errata>"
mushin_no_shin,无心之心,"作为打出本事务的额外费用，花费[click]。
从总部安装一个资产，议案或升级到一台新的远程服务器内。放置3枚推进标记到该卡牌上。你不能计分或激活该卡牌，直到你的下回合开始。"
mutate,变异,"作为打出本事务的额外费用，销毁一层已激活的防火墙。
展示研发中心顶端的卡牌，直到展示了一层防火墙。在被销毁防火墙的相同位置安装并激活该防火墙，忽略所有的费用。将研发中心重洗。"
mutual_favor,互惠互利,在你的存储栈搜寻1个<strong>破解器</strong>程序并展示之。<em>（在搜寻存储栈后将其洗混。）</em>如果你本回合已进行过成功的潜袭，你可以安装该程序。如果你未安装该程序，将其加入你的操控器。
mutually_assured_destruction,共同毁灭原则,"作为打出本事务的额外费用，花费[click][click]。
销毁任意数量你已激活的卡牌。你每以此法销毁1张卡牌，给予潜袭者1枚锁定标记。"
mwanza_city_grid,,
mystic_maemi,秘法师鸣蝉,"当你的回合开始或你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以打出事件。
当你的回合结束时，如果所附载的信用点有3个或更多，你必须从你的操控器中随机销毁1张卡牌或者销毁本资源。"
na_not_k,,
najja_1_0,,
nanisivik_grid,纳尼西维克网阵,"每当潜袭者接驳本服务器时，你可以将档案库中1层牌面朝下的防火墙翻至牌面朝上。如果你如此做，结算该防火墙上的1条子进程。
每台服务器限制1个<strong>区域</strong>。"
nanoetching_matrix,纳米雕刻矩阵,"[click]<strong>:</strong> 获得2[credit]。本能力每回合仅限使用一次。
当潜袭者销毁本资产时，你可以获得2[credit]。"
nanuq,北极熊,"当本程序被卸载时，将其移出游戏。
当一个议案被计分或窃取时，将本程序移出游戏。
对接 → <strong>2[credit]:</strong> 破解最多2条子进程。
<strong>1[credit]:</strong> 强度+1。"
napd_contract,新洛杉矶警察局合约,"公司每有1枚负面声誉标记，新洛杉矶警察局合约的推进需求+1。
作为窃取新洛杉矶警察局合约的额外费用，潜袭者必须支付4[credit]。"
napd_cordon,新洛杉矶警察局封锁线,只有当前没有正在生效的<strong>封锁</strong>时，才能打出。直到你的下回合开始前，本事务不会被销毁。作为窃取一个议案的额外费用，潜袭者必须支付4[credit]，并且该议案上每有1枚推进指示物，便额外增加2[credit]。
nasir_meidan_cyber_explorer,纳西尔·梅丹: 网络探险家,每当你遭遇一层刚激活的防火墙时，失去你信用池中所有的信用点。获得与该防火墙激活费用相等的信用点。
nasx,新洛杉矶证交所,"当你的回合开始时，获得1[credit]。
每当你通过新洛杉矶证交所以外的卡牌能力获得信用点时，你可以花费最多2[credit]以放置与花费数量相等的能量指示物到本卡牌上。
[click], [trash]: 新洛杉矶证交所上每有1枚能量指示物，获得2[credit]。"
nathaniel_gnat_hall_one_of_a_kind,,
navi_mumbai_city_grid,新孟买城际网阵,"在对本服务器的潜袭中，潜袭者不能使用非<strong>破解器</strong>卡牌上的付费能力。
每台服务器限制1个<strong>区域</strong>。"
nbn_controlling_the_message,网际传媒: 掌控讯息,每回合潜袭者第一次销毁一张已安装的公司卡牌时，你可以<trace>追踪 4</trace> 如果成功，给予潜袭者1枚锁定标记（不能被避免）。
nbn_making_news,,
nbn_reality_plus,网际传媒: 身临其境,每回合潜袭者第一次拿取一枚锁定标记时，获得2[credit]或抽2张卡牌。
nbn_the_world_is_yours,网际传媒: 世界是你们的*,你的手牌上限+1。
near_earth_hub_broadcast_center,近地枢纽: 广播中心,每回合你第一次建立一台远程服务器时，抽1张卡牌。
nebula,星云,"星云能被推进，并且其上每有1枚推进标记，其激活费用减3。
[subroutine] 销毁一个程序。"
negotiator,谈判者,"潜袭者能支付2[credit]，以破解谈判者上的任一子进程。
[subroutine] 公司获得2[credit]。
[subroutine] 销毁一个程序。"
neotokyo_grid,新东京城际网阵,"每回合第一次有1枚推进标记被放置到本服务器内的一张卡牌上时，获得1[credit]。
每台服务器限制1个<strong>区域</strong>。"
nerine_2_0,,
nero_severn_information_broker,尼禄·塞文: 信息经纪人,每回合一次，当你遭遇一个<strong>警报</strong>时，你可以退出。
nerve_agent,神经毒剂,"每当你对总部进行一次成功的潜袭时，放置1枚病毒指示物到神经毒剂上。
每当你从总部读取卡牌时，神经毒剂上除第一枚病毒指示物外，每有1枚病毒指示物，允许你额外读取一张卡牌。"
net_analytics,网络分析,每当潜袭者避免或移除1枚或更多的锁定标记时，你可以补一张卡牌。
net_celebrity,网络名人,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被计分。
1[recurring-credit]
本信用点用于潜袭中。"
net_mercur,默库尔网台,"每次潜袭中你第一次花费<strong>隐匿</strong>卡牌上的至少1[credit]时，放置1[credit]到默库尔网台上或补一张卡牌。
默库尔网台上的信用点用于任意用途。"
net_police,网络警察,"X[recurring-credit]
这些信用点用于追踪。X等于潜袭者的中转数量。"
net_quarantine,网络隔离,"在每回合的第一次追踪中，潜袭者的基础中转强度减少至0。
每当潜袭者通过花费信用点来增加他/她的中转强度时，其每花费2[credit]，获得1[credit]。"
net_ready_eyes,网备视眼,"当你安装网备视眼时，受到2点肢体伤害。
每当你发起一次潜袭时，选择一个<strong>破解器</strong>。本次潜袭的剩余时间内该<strong>破解器</strong>的强度+1。"
net_shield,网盾,1[credit]: 防止本回合的第一点网域伤害。
net_watchlist,,
netchip,网络芯片,"网络芯片能被附载一个内存费用小于或等于已安装的网络芯片的数量的程序。所附载的程序的内存费用不计算在你的内存上限中。
每套牌组限制6张。"
network_exchange,网络交换,除安装在最内层位置以外的每层防火墙的安装费用+1。
networking,社交,移除1枚锁定标记。然后你可以支付1[credit]，以将本事件加入你的操控器。
neural_emp,,
neural_katana,,
neurospike,神经突刺,造成X点网域伤害，X等于你本回合所计分的议案的印刷议案分数总和。
neurostasis,,
neutralize_all_threats,消除威胁,"每回合你第一次读取一张具有销毁费用的卡牌时，如可能，你必须支付其销毁费用来销毁它。
每当你从总部读取卡牌时，额外读取一张卡牌。"
new_angeles_city_hall,新洛杉矶市政厅,"2[credit]: 避免1枚锁定标记。
当你窃取一个议案时，销毁新洛杉矶市政厅。"
new_angeles_sol_your_news,新洛杉矶索尔社: 你的新闻,每当一个议案被计分或窃取时，你可以从总部或档案库打出一个<strong>局势</strong>（支付打出费用）。
new_construction,新建工程,"面朝上安装新建工程。
每当你推进新建工程时，你可以从总部安装一张卡牌到一台新的服务器内（或如果新建工程具有5枚或更多的推进标记，则激活该卡牌，忽略所有的费用）。"
news_hound,新闻猎犬,"如果有一个<strong>局势</strong>是活动的，新闻猎犬在其它所有子进程后获得“[subroutine] 终止本次潜袭。”
[subroutine] <trace>追踪 3</trace> 如果成功，给予潜袭者1枚锁定标记。"
news_team,新闻组,"如果新闻组从研发中心被读取，潜袭者必须展示它。
当潜袭者读取新闻组时，他/她必须拿取2枚锁定标记或将新闻组加入他/她的分数区，作为一个价值-1点议案分数的议案。"
next_activation_command,次级激活指令,"只有当前没有正在生效的<strong>封锁</strong>时，才能打出。直到你的下回合开始前，本事务不会被销毁。
所有防火墙的强度+2。
潜袭者不能使用非<strong>破解器</strong>卡牌破解子进程。"
next_bronze,,
next_design_guarding_the_net,次级方案: 守卫网络,在你开始第一个回合前，你可以安装最多三层防火墙，其中每台服务器的防火墙不多于一层。你将总部补到五张卡牌。
next_diamond,,
next_gold,次级黄金,"X等于已激活的<strong>次级</strong>防火墙的数量。
[subroutine] 造成X点网域伤害。
[subroutine] 销毁X个程序。"
next_opal,,
next_sapphire,,
next_silver,,
next_wave_2,次级续作,如果当你用次级续作计分时，有一层已激活的<strong>次级</strong>防火墙，你可以造成1点脑部伤害。
nfr,奈菲尔,"当一层你使用奈菲尔破解其所有子进程的防火墙遭遇结束时，放置1枚能量指示物到奈菲尔上。
奈菲尔上每有1枚能量指示物，其强度+1。
1[credit]: 破解<strong>屏障</strong>子进程。"
nga,地神恩嘎,"当你安装本程序时，填装3枚能量指示物到本程序上。当其清空时，销毁之。
每回合你第一次进行成功的潜袭时，你可以移除1枚所附载的能量指示物以破坏1。<em>（公司选择从总部或研发中心顶端销毁1张卡牌。）</em>"
ngo_front,,
nico_campaign,尼可营销计划,"当你激活本资产时，填装9[credit]到本资产上。当其清空时，销毁之并抽1张卡牌。
当你的回合开始时，从本资产上拿取3[credit]。"
nightdancer,,
nightmare_archive,噩梦档案室,"在潜袭者从研发中心读取本资产的期间，其必须展示之。
当潜袭者读取本资产时，其可以将本资产加入其分数区，作为一个价值-1点议案分数的议案。如果其不如此做，造成1点核心伤害，并将本资产移出游戏。"
nihongai_grid,日本街网阵,"如果当对本服务器的成功潜袭结束时，潜袭者具有少于6[credit]或他/她操控器中的卡牌数量少于两张，你可以查看研发中心顶端的五张卡牌并将其中一张卡牌与总部中的一张卡牌互换。
每台服务器限制1个<strong>区域</strong>。"
ninja,忍者,"1[credit]: 破解<strong>警报</strong>子进程。
3[credit]: 强度+5。"
nisei_division_the_next_generation,次代部门: 全新一代,每当你和潜袭者展示秘密花费的信用点时，获得1[credit]。
nisei_mk_ii,次代II型,"当你将本议案计分时，放置1枚议案指示物到本议案上。
<strong>所附载的议案指示物:</strong> 终止本次潜袭。"
no_free_lunch,没有免费午餐定理,"[trash]<strong>:</strong> 获得3[credit]。
[trash]<strong>:</strong> 移除1枚锁定标记。"
no_one_home,,
noise_hacker_extraordinaire,噪音: 超凡黑客,每当你安装一个<strong>病毒</strong>程序时，公司销毁研发中心顶端的一张卡牌。
nonequivalent_exchange,非等价交换,获得5[credit]。你可以令双方玩家各获得2[credit]。
notoriety,,
nova_initiumia_catalyst_impetus,复始: 触媒 & 促力,你的牌组中每种同名卡牌限1张。
null_whistleblower,空值: 吹哨者,每回合一次，当你遭遇一层防火墙时，你可以从你的操控器销毁一张卡牌。如果你如此做，本次潜袭的剩余时间内该防火墙的强度减2。
num,天神努姆,对接 → <strong>2[credit]:</strong> 破解1条<strong>警报</strong>子进程。
nuvem_sa_law_of_the_land,纽文股份有限公司: 土地之法,"每当你结算完一个事务或一张<strong>可消耗</strong>卡牌上的一个行动，查看研发中心顶端的卡牌。你可以销毁该卡牌。
每个你的回合中，你第一次从研发中心销毁一张卡牌时，获得2[credit]。"
nyashia,,
nyusha_sable_sintashta_symphonic_prodigy,纽纱·“黑貂”·辛塔什塔: 交响奇才,"当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
每回合你第一次对你的目标进行成功的潜袭时，获得[click]。"
o_shortage,,
oaktown_grid,奥克敦网阵,"安装在本服务器内的卡牌的销毁费用+3。
每台服务器限制1个<strong>区域</strong>。"
oaktown_renovation,革新奥克敦,"本议案仅能面朝上安装。<em>（本议案不视为已激活或未激活。）</em>
每当你推进本议案时，获得2[credit]。如果所附载的推进指示物有5枚或更多<em>（包括刚放上去的那1枚）</em>，则改为获得3[credit]。"
ob_superheavy_logistics_extract_export_excel,鄂毕超重型物流: 采出 运出 杰出,每当你在非安装过程中销毁一张已激活的卡牌时，你可以在研发中心搜寻1张印刷激活费用恰好比所销毁卡牌的印刷激活费用少1[credit]的卡牌。安装并激活你搜寻到的卡牌，忽略信用点费用。本能力每回合仅限使用一次。
obelus,除号,"+1[mu]
你每有1枚锁定标记，你的手牌上限+1。
每回合第一次对研发中心或总部进行的成功的潜袭结束时，你在本次潜袭中每读取过一张卡牌，补一张卡牌。
每位玩家限制1个<strong>控制台</strong>。"
oberth_protocol,奥伯特协议,"作为激活奥伯特协议的额外费用，废除一个议案。
每回合你第一次推进本服务器内或保护本服务器的一张卡牌时，放置1枚额外的推进标记到该卡牌上。"
obokata_protocol,小保方协议,作为窃取小保方协议的额外费用，潜袭者必须受到4点网域伤害。
observe_and_destroy,观察并摧毁,"如果潜袭者具有少于6[credit]，才能打出。
作为打出本事务的额外费用，移除1枚锁定标记。
销毁一张已安装的卡牌。"
odore,舞动,"对接 → <strong>2[credit]:</strong> 破解任意数量的<strong>警报</strong>子进程。
对接 → <strong>0[credit]:</strong> 破解1条<strong>警报</strong>子进程。本能力仅能在你有3个或更多已安装的<strong>虚拟</strong>资源时使用。
<strong>3[credit]:</strong> 强度+3。"
oduduwa,,
off_campus_apartment,校外公寓,"校外公寓能被附载任意数量的<strong>人脉</strong>。
每当你安装一个<strong>人脉</strong>到校外公寓上时，补一张卡牌。"
off_the_grid,隔绝网络,"仅能安装在远程服务器。
潜袭者不能对本服务器发起潜袭。
每当潜袭者对总部进行一次成功的潜袭时，销毁隔绝网络。"
office_supplies,,
officer_frank,,
offworld_office,地外办公室,当你将本议案计分时，获得7[credit]。
old_hollywood_grid,老莱坞网阵,"从本服务器被读取的议案不能被窃取，除非潜袭者在他/她的分数区中已有一个与该议案相同的议案。即使潜袭者在本次潜袭中销毁老莱坞网阵，本能力依然有效。
每台服务器限制1个<strong>区域</strong>。"
omar_keung_conspiracy_theorist,奥马尔·姜: 阴谋论者,[click]: 对档案库进行一次潜袭。如果成功，将其代替为对另一台中央服务器进行一次成功的潜袭。每回合仅能使用一次本能力。
omega,欧米伽,"1[credit]: 破解防火墙子进程。
1[credit]: 强度+1。
欧米伽仅能对保护服务器的最内层防火墙使用。"
omni_drive,全能驱动器,"全能驱动器能被附载一个等于或小于1[mu]的程序。所附载的程序的内存费用不计算在你的内存上限中。
1[recurring-credit]
本信用点用于支付使用所附载的程序。"
on_the_lam,潜逃,将潜逃安装到一个资源上，作为所附载的状态指示物，规则文字为“[trash]: 避免最多3枚锁定标记或防止最多3点伤害。”
ontological_dependence,本体依赖性,潜袭者本局游戏中每受到过1点核心伤害，本议案的推进需求-1。
open_forum,,
oppo_research,竞对调研,"只有潜袭者在其上回合窃取或销毁过公司卡牌时，才能打出。
在你结算本事务后，结束你的行动阶段。
给予潜袭者2枚锁定标记。
威胁3 → 你可以支付5[credit]，以给予潜袭者2枚锁定标记。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>"
oracle_may,梅先知,"每回合你不能使用梅先知多于一次。
[click]: 指定一种卡牌类型。展示你存储栈顶端的一张卡牌。如果展示的卡牌是所指定的类型，则补该卡牌并获得2[credit]。否则，将其销毁。"
oracle_thinktank,神谕智库,"当潜袭者窃取本议案时，给予其1枚锁定标记。
[click]，<strong>移除1枚锁定标记:</strong> 将本议案洗入研发中心。只有本议案在潜袭者的分数区时，公司才能使用本能力。"
orbital_superiority,轨道压制,当你将本议案计分时，如果潜袭者被锁定，造成4点肢体伤害; 否则，给予潜袭者1枚锁定标记。
orca,逆戟鲸,"每回合你第一次仅使用本程序破解所遭遇防火墙上的所有子进程时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>
对接 → <strong>2[credit]:</strong> 破解任意数量的<strong>警报</strong>子进程。
<strong>2[credit]:</strong> 强度+3。"
order_of_sol,玄晖社,每回合你的信用池中第一次没有信用点时，获得1[credit]。
origami,折纸,每有一张已安装的折纸，你的手牌上限+1。
orion,猎户座,"猎户座能被推进，并且其上每有1枚推进标记，其激活费用减3。
[subroutine] 销毁一个程序。
[subroutine] 结算另一层已激活的防火墙上的一个子进程。
[subroutine] 终止本次潜袭。"
otoroshi,,
out_of_the_ashes,烬中再起,"进行一次潜袭。
当你的回合开始时，如果烬中再起在你的堆阵中，你可以将其移出游戏以进行一次潜袭。
每套牌组限制6张。"
overclock,超频,放置5[credit]到本事件上，然后潜袭任意一台服务器。你可以在本次潜袭中花费所附载的信用点。
overmind,主脑,"当主脑被安装时，每有一个未使用的内存单元，放置1枚能量指示物到主脑上。
<strong>所附载的能量指示物</strong>: 破解防火墙子进程。
1[credit]: 强度+1。"
overseer_matrix,,
oversight_ai,,
owl,,
pachinko,扒金宫,"[subroutine] 如果潜袭者被锁定，终止本次潜袭。
[subroutine] 如果潜袭者被锁定，终止本次潜袭。"
pad_campaign,掌上营销计划,当你的回合开始时，获得1[credit]。
pad_factory,掌上面板工厂,"如果你的牌组中有3张掌上营销计划，本卡牌影响力为0。
[click]: 放置1枚推进标记到一张卡牌上。你不能计分该卡牌，直到你的下回合开始。"
pad_tap,,
paige_piper,佩姬·派珀,每回合你第一次安装一张卡牌（包括佩姬·派珀）时，你可以在你的存储栈搜寻任意数量的该卡牌，并将它们加入你的堆阵。将你的存储栈重洗。
paintbrush,画笔,[click]: 选择一层已激活的防火墙。该防火墙获得<strong>警报</strong>，<strong>门禁</strong>或<strong>屏障</strong>，直到本回合的下一次潜袭结束。
paladin_poemu,圣骑士诗梦,"当你的回合开始时及每当你窃取一个议案时，放置1[credit]到本资源上。
你可以花费所附载的信用点以安装非<strong>人脉</strong>卡牌。
当你的回合结束时，如果所附载的信用点有3个或更多，销毁1张你已安装的卡牌。"
palana_agroplex,帕拉纳农业复合体,当你的回合开始时，每位玩家补一张卡牌。
palana_foods_sustainable_growth,帕拉纳食品: 可持续成长,每回合潜袭者第一次补牌时，获得1[credit]。
palisade,围栏,"只要本防火墙保护远程服务器，其强度便+2。
[subroutine] 终止本次潜袭。"
pan_weave,个域网编织,"当你安装本硬件时，受到1点肢体伤害。
每回合你第一次对总部进行成功的潜袭时，公司失去1[credit]。如果其如此做，你获得1[credit]。"
panchatantra,五卷书,每回合一次，当你遭遇一层防火墙时，你可以使其在本次潜袭的剩余时间内获得除<strong>警报</strong>，<strong>门禁</strong>和<strong>屏障</strong>以外你所选择的一种子类型。
panic_button,应急按钮,"仅能安装在总部的根目录。
1[credit]: 补一张卡牌。仅能在对总部的潜袭中使用本能力。"
pantograph,缩放仪,"+1[mu]
每当一个议案被计分或窃取时，获得1[credit]。然后，你可以从你的操控器安装1张卡牌。
每位玩家限制1个<strong>控制台</strong>。"
paparazzi,狗仔队,"你视为被锁定。
防止所有的肢体伤害。"
paper_trail,,
paper_tripping,改头换面,"仅能在你的第一个[click]打出。
移除所有的锁定标记。"
paper_wall,纸墙,"在一次遭遇中，如果纸墙上的所有子进程被破解，销毁纸墙。
[subroutine] 终止本次潜袭。"
paperclip,回形针,"每当你遭遇一个<strong>屏障</strong>时，你可以从你的堆阵安装回形针（支付其安装费用）。
X[credit]: 强度+X。如可能，破解最多X个<strong>屏障</strong>子进程。"
paragon,,
parasite,,
paricia,帕瑞西亚,"2[recurring-credit] <em>（当你安装本卡牌时及你的回合开始前，将所附载的信用点补充至2个。）</em>
你可以花费所附载的信用点以支付资产的销毁费用。"
passport,通行证,"1[credit]: 破解<strong>门禁</strong>子进程。
2[credit]: 强度+2。
通行证不能对保护远程服务器的防火墙使用。"
patch,补丁,将补丁安装到一层已激活的防火墙上，作为所附载的状态指示物，规则文字为“被附载的防火墙强度+2。”
patchwork,,
patron,庇护人,"当你的回合开始时，你可以选择一台服务器。
本回合你第一次对该服务器进行成功的潜袭时，补两张卡牌，代替读取卡牌。"
paules_cafe,保罗咖啡馆,"[click]<strong>:</strong> 从你的操控器牌面朝上附载1个程序或硬件到本资源上。
<strong>1[credit]:</strong> 安装1张所附载的卡牌。你每有1个已安装的独有<em>（{unique}）</em><strong>人脉</strong>资源，每个你的回合你以此法安装的第一张卡牌安装费用减1[credit]。"
pawn,兵,"[click]: 将兵附载到保护一台中央服务器的最外层防火墙上。
当兵附载在一层防火墙上时，每当你进行一次成功的潜袭时，如可能，转移兵到当前被附载防火墙的后一层防火墙；否则，以销毁兵代替，并从你的操控器或堆阵安装一个<strong>西洋棋</strong>程序，忽略所有的费用。
<errata>勘误自FAQ 3.0.1</errata>"
paywall_implementation,启用付费墙,"本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
每当潜袭者进行一次成功的潜袭时，获得1[credit]。"
peace_in_our_time,现世和平,"仅能在你的第一个[click]，并且如果公司在他/她的上回合没有用议案计分过，才能打出。
获得10[credit]。公司获得5[credit]。本回合你不能发起任何潜袭。"
peacock,,
peak_efficiency,峰值效率,每有一层已激活的防火墙，获得1[credit]。
peeping_tom,,
pelangi,虹彩,"当你安装本程序时，放置2枚病毒指示物到本程序上。
<strong>所附载的病毒指示物:</strong> 选择一种防火墙子类型。本次遭遇的剩余时间内，当前正在遭遇的防火墙获得该子类型。本能力每回合仅限使用一次。"
pennyshaver,便士刮刀,"+1[mu]
每当你进行一次成功的潜袭时，放置1[credit]到本硬件上。
[click]<strong>:</strong> 放置1[credit]到本硬件上，然后拿取本硬件上所有的信用点。
每位玩家限制1个<strong>控制台</strong>。"
penrose,彭罗斯,"对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。本能力仅能在安装本程序的回合使用。
对接 → <strong>1[credit]:</strong> 破解1条<strong>门禁</strong>子进程。
<strong>1[credit]:</strong> 强度+3。本能力仅能花费<strong>隐匿</strong>卡牌上的信用点来使用。"
penumbral_toolkit,半影工具包,"如果你本回合已对总部进行过成功的潜袭，本资源的安装费用减2[credit]。
当你安装本资源时，填装4[credit]到本资源上。当其清空时，销毁之。
你可以在潜袭中花费所附载的信用点。"
peregrine,游隼,"1[credit]: 破解<strong>门禁</strong>子进程。
3[credit]: 强度+3。
2[credit], <strong>将游隼加入你的操控器</strong>: 关闭一个<strong>门禁</strong>。在一次遭遇中使用游隼破解该<strong>门禁</strong>上的所有子进程后，才能使用本能力。"
persephone,珀耳塞福涅,"2[credit]: 破解<strong>警报</strong>子进程。
1[credit]: 强度+1。
每当你通过一个<strong>警报</strong>时，你可以销毁存储栈顶端的一张卡牌，以从研发中心顶端销毁卡牌，该<strong>警报</strong>上每有一个子进程被结算，销毁一张卡牌。"
personal_workshop,私人工作间,"[click]: 从你的操控器附载一个程序或硬件到私人工作间上，并放置与其安装费用相等的能量指示物到该卡牌上。
1[credit]: 从所附载的一张卡牌上移除1枚能量指示物。
当你回合开始时，从所附载的一张卡牌上移除1枚能量指示物。
当一张所附载的卡牌上没有能量指示物时，安装它，忽略所有的费用。"
personality_profiles,人格剖析,每当潜袭者在他/她的存储栈进行搜寻或从他/她的堆阵安装一张卡牌时，他/她必须从其操控器随机销毁一张卡牌。
personalized_portal,,
pharos,大灯塔,"你可以推进本防火墙。只要所附载的推进指示物有3枚或更多，本防火墙的强度便+5。
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 终止本次潜袭。
[subroutine] 终止本次潜袭。"
pheromones,,
philotic_entanglement,,
phoneutria,游走蛛,"当潜袭者通过本防火墙时，如果操控器中有4张或更多卡牌，给予其1枚锁定标记。
[subroutine] 造成1点网域伤害。
[subroutine] 造成1点网域伤害。"
physarum_entangler,纠缠绒泡菌,"仅能安装在一层防火墙上。
每当你遭遇被附载的防火墙时，如果其不是<strong>屏障</strong>，你可以支付与该防火墙上子进程数量相等的[credit]。如果你如此做，略过该防火墙。
当公司清除病毒指示物时，销毁本程序。"
